Service Request (SR) Number,SR Type Code,SR Description,Owning Department,Method Received,SR Status,Status Change Date,Created Date,Last Update Date,Close Date,SR Location,Street Number,Street Name,City,Zip Code,County,State Plane X Coordinate,State Plane Y Coordinate,Latitude Coordinate,Longitude Coordinate,(Latitude.Longitude),Council District,Map Page,Map Tile,Calculated Council District
14-00103926,DRVECTRL,Creek & Pond Vegetation Control,Watershed Protection,Phone,Open,05/30/2014 03:35:13 PM,05/30/2014 01:26:04 PM,05/30/2014 03:35:14 PM,,"12401 RIATA TRACE PKWY, AUSTIN, TX",12401,RIATA TRACE,AUSTIN,78727,TRAVIS,3113502.23879589,10129359.8252955,30.42921829,-97.7410484,"(30.42921829, -97.7410484)",6,465E,MJ36,6
14-00104051,SCHOOLIS,School Issues - Crossing Guards,Public Works,Phone,New,05/30/2014 03:34:22 PM,05/30/2014 03:34:22 PM,05/30/2014 03:34:22 PM,,"500 MAIRO ST, AUSTIN, TX",500,MAIRO,AUSTIN,78748,TRAVIS,3099519.57528221,10038566.5190252,30.18052701,-97.79198404,"(30.18052701, -97.79198404)",2,673H,MF15,2
14-00104044,CODECOMP,Code Compliance,Code Compliance,Phone,Closed,05/30/2014 03:33:17 PM,05/30/2014 03:29:32 PM,05/30/2014 03:33:18 PM,05/30/2014 03:33:17 PM,"2001 S L DAVIS AVE, AUSTIN, TX",2001,L DAVIS,AUSTIN,78702,TRAVIS,3122041.02441233,10071943.343591,30.27083957,-97.71824502,"(30.27083957, -97.71824502)",1,585V,MK22,1
14-00104040,SIGNTRAF,Sign - Traffic Sign Emergency,Transportation,Phone,Closed,05/30/2014 03:31:41 PM,05/30/2014 03:27:07 PM,05/30/2014 03:31:41 PM,05/30/2014 03:31:41 PM,"SPARKS AVE & HARRIS PARK AVE, AUSTIN, TX",,SPARKS AVE & HARRIS PARK AVE,AUSTIN,78705,TRAVIS,3117658.5,10079572,30.29209204,-97.73155883,"(30.29209204, -97.73155883)",9,585B,MJ24,9
14-00103919,DRTWNLAK,Town Lake Debris Issues,Watershed Protection,Phone,Open,05/30/2014 03:31:34 PM,05/30/2014 01:17:08 PM,05/30/2014 03:31:34 PM,,,,,,,,,,,,,,,,
14-00104020,PRTRROWM,Tree Issue ROW/Maintenance (PARD),Parks & Recreation Department,Phone,Closed,05/30/2014 03:30:50 PM,05/30/2014 03:09:10 PM,05/30/2014 03:30:50 PM,05/30/2014 03:30:50 PM,"700 W 15TH ST, AUSTIN, TX",700,15TH,AUSTIN,78701,TRAVIS,3113146.69768828,10074667.3737365,30.27889928,-97.74621177,"(30.27889928, -97.74621177)",9,585N,MJ23,9
14-00104046,ARRBRUBU,ARR Brush and Bulk,Austin Resource Recovery,Phone,New,05/30/2014 03:30:33 PM,05/30/2014 03:30:33 PM,05/30/2014 03:30:33 PM,,"10700 PLAINS TRL, AUSTIN, TX",10700,PLAINS,AUSTIN,78758,TRAVIS,3128168.79383744,10111569.2619199,30.37936687,-97.69586335,"(30.37936687, -97.69586335)",4,496P,ML32,4
14-00103423,WWREPORT,Water Waste Report,Austin Water Utility,Phone,Closed,05/30/2014 03:26:53 PM,05/29/2014 06:47:29 PM,05/30/2014 03:26:53 PM,05/30/2014 03:26:53 PM,"6501 W WILLIAM CANNON DR, AUSTIN, TX 78744",6501,WILLIAM CANNON,AUSTIN,78735,TRAVIS,3075572.23999999,10058077.15,30.23564152,-97.86638457,"(30.23564152, -97.86638457)",8,612S,MC19,8
14-00101503,ACINFORM,Animal Control - Assistance Request,Animal Services Office,Phone,Closed,05/30/2014 04:23:25 PM,05/27/2014 02:43:04 PM,05/30/2014 03:25:31 PM,05/30/2014 04:23:25 PM,"2718 JORWOODS DR, AUSTIN, TX",2718,JORWOODS,AUSTIN,78745,TRAVIS,3090093.38055014,10045786.3784153,30.20096206,-97.82129247,"(30.20096206, -97.82129247)",5,643T,ME16,5
14-00104036,CODECOMP,Code Compliance,Code Compliance,Phone,Closed,05/30/2014 03:24:52 PM,05/30/2014 03:22:07 PM,05/30/2014 03:24:53 PM,05/30/2014 03:24:52 PM,"2005 WILLOW CREEK DR 15, AUSTIN, TX",2005,WILLOW CREEK,AUSTIN,78741,TRAVIS,3118969.35215748,10058004.4739299,30.2327221,-97.72900629,"(30.2327221, -97.72900629)",3,615U,MK19,3
14-00103165,WWREPORT,Water Waste Report,Austin Water Utility,Phone,Closed -Incomplete Information,05/30/2014 03:23:32 PM,05/29/2014 03:04:51 PM,05/30/2014 03:23:33 PM,05/30/2014 03:23:32 PM,"4301 W WILLIAM CANNON DR, AUSTIN, TX 78723",4301,WILLIAM CANNON,AUSTIN,78749,TRAVIS,3084128.87,10053080.83,30.22138261,-97.83965059,"(30.22138261, -97.83965059)",8,642D,MD18,8
14-00104037,SWSYARDT,ARR Missed Yard Trimmings /Organics,Austin Resource Recovery,Phone,New,05/30/2014 03:22:10 PM,05/30/2014 03:22:10 PM,05/30/2014 03:22:10 PM,,"1611 DELONEY ST, AUSTIN, TX",1611,DELONEY,AUSTIN,78721,TRAVIS,3129777.75353387,10075946.3213796,30.28134065,-97.69344297,"(30.28134065, -97.69344297)",1,586K,ML23,1
14-00101168,ACINFORM,Animal Control - Assistance Request,Animal Services Office,Phone,Closed,05/30/2014 04:18:24 PM,05/27/2014 08:27:09 AM,05/30/2014 03:20:31 PM,05/30/2014 04:18:24 PM,"2706 JORWOODS DR, AUSTIN, TX",2706,JORWOODS,AUSTIN,78745,TRAVIS,3090331.4554259,10045658.7940216,30.20059657,-97.82054816,"(30.20059657, -97.82054816)",5,643T,ME16,5
14-00103750,OBSTMIDB,Obstruction in ROW,Public Works,Phone,Closed,05/30/2014 03:20:21 PM,05/30/2014 09:57:24 AM,05/30/2014 03:20:22 PM,05/30/2014 03:20:21 PM,"4747 S 1ST ST, AUSTIN, TX",4747,1ST,AUSTIN,78745,TRAVIS,3104187.05145106,10051399.2040529,30.21550811,-97.77628288,"(30.21550811, -97.77628288)",3,644F,MG18,3
14-00104034,SWSRECYC,ARR Missed Recycling,Austin Resource Recovery,Phone,New,05/30/2014 03:19:59 PM,05/30/2014 03:19:59 PM,05/30/2014 03:19:59 PM,,"5205 MARYMOUNT DR, AUSTIN, TX",5205,MARYMOUNT,AUSTIN,78723,TRAVIS,3132899.97914498,10082131.2986077,30.29813791,-97.68308747,"(30.29813791, -97.68308747)",1,556Y,MM25,1
14-00104028,CODECOMP,Code Compliance,Code Compliance,Phone,Closed,05/30/2014 03:19:27 PM,05/30/2014 03:13:53 PM,05/30/2014 03:19:28 PM,05/30/2014 03:19:27 PM,"1708 E 18TH ST, AUSTIN, TX",1708,18TH,AUSTIN,78702,TRAVIS,3120659.23108234,10074742.2208108,30.27862246,-97.72241292,"(30.27862246, -97.72241292)",1,585Q,MK23,1
14-00104033,CCSIGBIL,Code Compliance - Signs/Billboards,Code Compliance,Phone,New,05/30/2014 03:18:44 PM,05/30/2014 03:18:44 PM,05/30/2014 03:18:44 PM,,"300 W PARMER LN, AUSTIN, TX",300,PARMER,AUSTIN,78753,TRAVIS,3136467.36700319,10121401.330909,30.4058498,-97.66880669,"(30.4058498, -97.66880669)",7,466Z,MM34,7
14-00102784,DRMISCLN,Drainage - Miscellaneous,Watershed Protection,Phone,Closed,05/30/2014 03:18:12 PM,05/29/2014 08:49:37 AM,05/30/2014 03:18:13 PM,05/30/2014 03:18:12 PM,"7204 S CONGRESS AVE, AUSTIN, TX",7204,CONGRESS,AUSTIN,78745,TRAVIS,3102983.75148074,10041093.7466462,30.18725592,-97.78084002,"(30.18725592, -97.78084002)",2,674B,MG15,2
14-00104031,STREETL1,Street Lights New,Austin Energy Department,Phone,New,05/30/2014 03:15:53 PM,05/30/2014 03:15:53 PM,05/30/2014 03:15:53 PM,,"1400 SUNSET LN, AUSTIN, TX",1400,SUNSET,AUSTIN,78704,TRAVIS,3113965.02065105,10063356.0425203,30.24775384,-97.7444539,"(30.24775384, -97.7444539)",9,615J,MJ20,9
14-00103787,ACINFORM,Animal Control - Assistance Request,Animal Services Office,Phone,Closed,05/30/2014 04:13:25 PM,05/30/2014 10:33:05 AM,05/30/2014 03:15:31 PM,05/30/2014 04:13:25 PM,"2305 E 7TH ST, AUSTIN, TX",2305,7TH,AUSTIN,78702,TRAVIS,3122949.43047499,10068437.2528632,30.26114319,-97.71562954,"(30.26114319, -97.71562954)",3,615D,MK21,3
14-00104030,ARRBRUBU,ARR Brush and Bulk,Austin Resource Recovery,Phone,New,05/30/2014 03:15:24 PM,05/30/2014 03:15:24 PM,05/30/2014 03:15:24 PM,,"7209 GUNNISON PASS, AUSTIN, TX",7209,GUNNISON,AUSTIN,78724,TRAVIS,3142319.65671412,10086542.9530563,30.30964419,-97.65291167,"(30.30964419, -97.65291167)",1,557P,MN26,1
14-00104026,CODECOMP,Code Compliance,Code Compliance,Phone,Closed,05/30/2014 03:15:02 PM,05/30/2014 03:12:35 PM,05/30/2014 03:15:03 PM,05/30/2014 03:15:02 PM,"1711 E CESAR CHAVEZ ST, AUSTIN, TX",1711,CESAR CHAVEZ,AUSTIN,78702,TRAVIS,3119566.53860743,10067105.7053334,30.2577014,-97.72644052,"(30.2577014, -97.72644052)",3,615C,MK21,3
14-00104029,CODECOMP,Code Compliance,Code Compliance,Phone,New,05/30/2014 03:14:02 PM,05/30/2014 03:14:02 PM,05/30/2014 03:14:02 PM,,"3906 OAK CREEK DR, AUSTIN, TX",3906,OAK CREEK,AUSTIN,78727,TRAVIS,3123029.3517547,10129557.5819193,30.42914795,-97.71081287,"(30.42914795, -97.71081287)",7,465H,MK36,7
14-00104024,TRASIGMA,Traffic Signal - Maintenance,Transportation,Phone,New,05/30/2014 03:11:18 PM,05/30/2014 03:11:18 PM,05/30/2014 03:11:18 PM,,"7815 E US 290 HWY EB, AUSTIN, TX",7815,290,AUSTIN,78724,TRAVIS,3137430.75359704,10092610.4029801,30.32664539,-97.66793963,"(30.32664539, -97.66793963)",1,556D,MM27,1
14-00103765,ACINFORM,Animal Control - Assistance Request,Animal Services Office,Phone,Closed,05/30/2014 04:08:23 PM,05/30/2014 10:15:37 AM,05/30/2014 03:10:30 PM,05/30/2014 04:08:23 PM,"3103 E 14TH HALF ST, AUSTIN, TX",3103,14TH HALF,AUSTIN,78702,TRAVIS,3126900.68594607,10074962.4206144,30.27882347,-97.70262896,"(30.27882347, -97.70262896)",1,586N,ML23,1
14-00102851,DRSSPIPE,Standing Water,Watershed Protection,Phone,Closed,05/30/2014 03:10:02 PM,05/29/2014 09:46:32 AM,05/30/2014 03:10:03 PM,05/30/2014 03:10:02 PM,"5216 TOWER TRL, AUSTIN, TX",5216,TOWER,AUSTIN,78723,TRAVIS,3137096.40005833,10079442.5820208,30.29047159,-97.66999825,"(30.29047159, -97.66999825)",1,586H,MM24,1
14-00104022,CODECOMP,Code Compliance,Code Compliance,Phone,New,05/30/2014 03:09:29 PM,05/30/2014 03:09:29 PM,05/30/2014 03:09:29 PM,,"3900 NORTHFIELD RD, AUSTIN, TX",3900,NORTHFIELD,AUSTIN,78727,TRAVIS,3123120.76623368,10130123.2001321,30.43069682,-97.71048059,"(30.43069682, -97.71048059)",7,465H,MK36,7
14-00104018,CODECOMP,Code Compliance,Code Compliance,Phone,New,05/30/2014 03:07:35 PM,05/30/2014 03:07:35 PM,05/30/2014 03:07:35 PM,,"9703 EASTWEND DR, AUSTIN, TX",9703,EASTWEND,AUSTIN,78753,TRAVIS,3129277.19286082,10106255.7149805,30.36468853,-97.69274921,"(30.36468853, -97.69274921)",4,526B,ML30,4
14-00104017,SIGNNEWT,Sign - New,Transportation,Phone,New,05/30/2014 03:07:21 PM,05/30/2014 03:07:21 PM,05/30/2014 03:07:21 PM,,"AVERY RANCH BLVD & PEARSON RANCH RD, AUSTIN, TX",,AVERY RANCH BLVD & PEARSON RANCH RD,AUSTIN,78717,WILLIAMSON,3109417.47,10156243.56,30.50337928,-97.75202652,"(30.50337928, -97.75202652)",6,404D,MH42,6
14-00102029,CODECOMP,Code Compliance,Code Compliance,Phone,Closed,05/30/2014 03:07:15 PM,05/28/2014 10:08:15 AM,05/30/2014 03:07:16 PM,05/30/2014 03:07:15 PM,"4105 VICTORY DR 02C307, AUSTIN, TX",4105,VICTORY,AUSTIN,78704,TRAVIS,3099815.27,10058018.67,30.23397965,-97.78964089,"(30.23397965, -97.78964089)",5,614S,MG19,5
14-00104015,CODECOMP,Code Compliance,Code Compliance,Phone,New,05/30/2014 03:06:24 PM,05/30/2014 03:06:24 PM,05/30/2014 03:06:24 PM,,"10507 O ROURK LN, AUSTIN, TX",10507,O ROURK,AUSTIN,78739,TRAVIS,3068641.48528996,10042617.212898,30.19356416,-97.88940165,"(30.19356416, -97.88940165)",8,641Y,MB16,8
14-00104014,CODECOMP,Code Compliance,Code Compliance,Phone,New,05/30/2014 03:05:35 PM,05/30/2014 03:05:35 PM,05/30/2014 03:05:35 PM,,"9710 EASTWEND DR, AUSTIN, TX",9710,EASTWEND,AUSTIN,78753,TRAVIS,3129290.36607852,10106364.7909881,30.3649875,-97.69269925,"(30.3649875, -97.69269925)",4,526B,ML30,4
14-00102092,ACINFORM,Animal Control - Assistance Request,Animal Services Office,Phone,Closed,05/30/2014 04:03:24 PM,05/28/2014 11:36:08 AM,05/30/2014 03:05:30 PM,05/30/2014 04:03:24 PM,"4905 PROCK LN, AUSTIN, TX",4905,PROCK,AUSTIN,78721,TRAVIS,3131198.27746626,10071532.3875181,30.2691148,-97.68927622,"(30.2691148, -97.68927622)",3,586T,ML22,3
14-00103699,ACINFORM,Animal Control - Assistance Request,Animal Services Office,Phone,Closed,05/30/2014 04:03:23 PM,05/30/2014 09:00:20 AM,05/30/2014 03:05:29 PM,05/30/2014 04:03:23 PM,"10000 RESEARCH BLVD SVRD SB, AUSTIN, TX",10000,RESEARCH BLVD,AUSTIN,78759,TRAVIS,3111975.29395717,10115839.1398687,30.39214949,-97.74688941,"(30.39214949, -97.74688941)",10,495E,MJ33,10
14-00104012,SWSYARDT,ARR Missed Yard Trimmings /Organics,Austin Resource Recovery,Phone,New,05/30/2014 03:04:01 PM,05/30/2014 03:04:01 PM,05/30/2014 03:04:01 PM,,"10020 CHILDRESS DR, AUSTIN, TX",10020,CHILDRESS,AUSTIN,78753,TRAVIS,3133482.82075278,10106092.8367554,30.36396564,-97.67942997,"(30.36396564, -97.67942997)",4,526C,MM30,4
14-00104011,SIGNNEWT,Sign - New,Transportation,Phone,New,05/30/2014 03:03:52 PM,05/30/2014 03:03:52 PM,05/30/2014 03:03:52 PM,,"PEARSON RANCH RD & AVERY RANCH BLVD, AUSTIN, TX",,PEARSON RANCH RD & AVERY RANCH BLVD,AUSTIN,78717,WILLIAMSON,3109417.47437499,10156243.5625,30.50337929,-97.7520265,"(30.50337929, -97.7520265)",6,404D,MH42,6
14-00103258,STREETL2,Street Light Issue- Address,Austin Energy Department,Phone,Closed,05/30/2014 03:00:42 PM,05/29/2014 04:27:31 PM,05/30/2014 03:00:43 PM,05/30/2014 03:00:42 PM,"GUADALUPE ST &W MARTIN LUTHER KING JR BLVD, AUSTIN, TX",,GUADALUPE ST &W MARTIN LUTHER KING JR BLVD,AUSTIN,78701,TRAVIS,3114474.12,10075728.86,30.2817322,-97.74192928,"(30.2817322, -97.74192928)",9,585J,MJ23,9
14-00103014,WWREPORT,Water Waste Report,Austin Water Utility,Phone,Closed,05/30/2014 03:00:06 PM,05/29/2014 12:28:44 PM,05/30/2014 03:00:06 PM,05/30/2014 03:00:06 PM,"4307 GANYMEDE DR, AUSTIN, TX 78727",4307,GANYMEDE,AUSTIN,78727,TRAVIS,3120624,10128438,30.42622606,-97.71852633,"(30.42622606, -97.71852633)",7,465H,MK36,7
14-00102922,STREETL2,Street Light Issue- Address,Austin Energy Department,Phone,Closed,05/30/2014 03:00:01 PM,05/29/2014 10:58:41 AM,05/30/2014 03:00:01 PM,05/30/2014 03:00:01 PM,"17200 ENNIS TRL, AUSTIN, TX",17200,ENNIS,AUSTIN,78717,WILLIAMSON,3110268.85036479,10160536.4365598,30.51512549,-97.74900712,"(30.51512549, -97.74900712)",6,375S,MJ43,6
14-00102921,STREETL2,Street Light Issue- Address,Austin Energy Department,Phone,Closed,05/30/2014 02:59:11 PM,05/29/2014 10:56:11 AM,05/30/2014 02:59:11 PM,05/30/2014 02:59:11 PM,"17216 ENNIS TRL, AUSTIN, TX",17216,ENNIS,AUSTIN,78717,WILLIAMSON,3110213.24694774,10160473.1114113,30.51495497,-97.74918832,"(30.51495497, -97.74918832)",6,375S,MJ43,6
14-00102894,STREETL2,Street Light Issue- Address,Austin Energy Department,Phone,Closed,05/30/2014 02:58:43 PM,05/29/2014 10:18:52 AM,05/30/2014 02:58:44 PM,05/30/2014 02:58:43 PM,"1503 MARSHALL LN, AUSTIN, TX",1503,MARSHALL,AUSTIN,78703,TRAVIS,3110058.24105886,10075781.1030518,30.28215787,-97.75591169,"(30.28215787, -97.75591169)",9,584M,MH23,9
14-00104009,ROADMAR2,Road Markings/Striping - New,Transportation,Phone,New,05/30/2014 02:58:22 PM,05/30/2014 02:58:22 PM,05/30/2014 02:58:22 PM,,"PEARSON RANCH RD & AVERY RANCH BLVD, AUSTIN, TX",,PEARSON RANCH RD & AVERY RANCH BLVD,AUSTIN,78717,WILLIAMSON,3109417.47437499,10156243.5625,30.50337929,-97.7520265,"(30.50337929, -97.7520265)",6,404D,MH42,6
14-00102681,AESTRPO1,Street Light Issue- Multiple poles/multiple streets,Austin Energy Department,Phone,Closed,05/30/2014 02:58:06 PM,05/29/2014 04:23:52 AM,05/30/2014 02:58:07 PM,05/30/2014 02:58:06 PM,,,,,,,,,,,,,,,
14-00102675,STREETL2,Street Light Issue- Address,Austin Energy Department,Phone,Closed,05/30/2014 02:57:33 PM,05/29/2014 01:34:57 AM,05/30/2014 02:57:34 PM,05/30/2014 02:57:33 PM,"6664 RUXTON LN, AUSTIN, TX",6664,RUXTON,AUSTIN,78749,TRAVIS,3070078.72971219,10049350.8255474,30.21198737,-97.88438439,"(30.21198737, -97.88438439)",8,641M,MB17,8
14-00103461,WWREPORT,Water Waste Report,Austin Water Utility,Phone,Closed,05/30/2014 02:57:20 PM,05/29/2014 07:54:15 PM,05/30/2014 02:57:21 PM,05/30/2014 02:57:20 PM,"4301 W WILLIAM CANNON DR, AUSTIN, TX 78749",4301,WILLIAM CANNON,AUSTIN,78749,TRAVIS,3084128.87,10053080.83,30.22138261,-97.83965059,"(30.22138261, -97.83965059)",8,642D,MD18,8
14-00102672,STREETL2,Street Light Issue- Address,Austin Energy Department,Phone,Closed,05/30/2014 02:56:58 PM,05/29/2014 12:41:11 AM,05/30/2014 02:56:58 PM,05/30/2014 02:56:58 PM,"4504 EAGLES LANDING DR, AUSTIN, TX",4504,EAGLES LANDING,AUSTIN,78735,TRAVIS,3088919.55464335,10063744.5439382,30.25039977,-97.82372488,"(30.25039977, -97.82372488)",8,613E,ME21,8
14-00102446,STREETL2,Street Light Issue- Address,Austin Energy Department,Phone,Closed,05/30/2014 02:56:31 PM,05/28/2014 05:28:20 PM,05/30/2014 02:56:31 PM,05/30/2014 02:56:31 PM,"7601 DAFFAN LN, AUSTIN, TX",7601,DAFFAN,AUSTIN,78724,TRAVIS,3151543.51128687,10089351.975849,30.3167512,-97.62347286,"(30.3167512, -97.62347286)",,558J,MQ26,
14-00103886,WWREPORT,Water Waste Report,Austin Water Utility,Phone,Closed,05/30/2014 02:56:07 PM,05/30/2014 12:17:52 PM,05/30/2014 02:56:07 PM,05/30/2014 02:56:07 PM,"4100 W SLAUGHTER LN, AUSTIN, TX 78749",4100,SLAUGHTER,AUSTIN,78749,TRAVIS,3079213.81999999,10041211.51,30.18905707,-97.85604525,"(30.18905707, -97.85604525)",8,672B,MC15,8
14-00102066,STREETL2,Street Light Issue- Address,Austin Energy Department,Phone,Closed,05/30/2014 02:56:00 PM,05/28/2014 10:55:45 AM,05/30/2014 02:56:01 PM,05/30/2014 02:56:00 PM,"5701 JOHNNY MORRIS RD 141, AUSTIN, TX",5701,JOHNNY MORRIS,AUSTIN,78724,TRAVIS,3142034.55018142,10079401.6077259,30.29003295,-97.65435988,"(30.29003295, -97.65435988)",1,587F,MN24,1
14-00102016,CODECOMP,Code Compliance,Code Compliance,Phone,Closed,05/30/2014 02:55:33 PM,05/28/2014 09:54:01 AM,05/30/2014 02:55:33 PM,05/30/2014 02:55:33 PM,"1201 ARTHUR STILES RD A, AUSTIN, TX",1201,ARTHUR STILES,AUSTIN,78721,TRAVIS,3134778.84481434,10068550.0522373,30.26068245,-97.67816277,"(30.26068245, -97.67816277)",3,616C,MM21,3
14-00101919,STREETL2,Street Light Issue- Address,Austin Energy Department,Phone,Closed,05/30/2014 02:55:29 PM,05/28/2014 08:00:16 AM,05/30/2014 02:55:30 PM,05/30/2014 02:55:29 PM,"15301 PRESTANCIA DR, AUSTIN, TX",15301,PRESTANCIA,AUSTIN,78717,WILLIAMSON,3104560.81,10154769.94,30.49963739,-97.76755218,"(30.49963739, -97.76755218)",6,404G,MH42,6
14-00101451,STREETL2,Street Light Issue- Address,Austin Energy Department,Phone,Closed,05/30/2014 02:55:00 PM,05/27/2014 01:25:15 PM,05/30/2014 02:55:00 PM,05/30/2014 02:55:00 PM,"4509 IMPERIAL DR, AUSTIN, TX",4509,IMPERIAL,AUSTIN,78725,TRAVIS,3150444.0115048,10069888.5029588,30.26332396,-97.62845618,"(30.26332396, -97.62845618)",,587Z,MP22,
14-00101095,STREETL2,Street Light Issue- Address,Austin Energy Department,Phone,Closed,05/30/2014 02:54:12 PM,05/27/2014 05:59:01 AM,05/30/2014 02:54:13 PM,05/30/2014 02:54:12 PM,"5111 WAYBORNE HILL DR, AUSTIN, TX",5111,WAYBORNE HILL,AUSTIN,78723,TRAVIS,3132578.09967924,10081769.5080664,30.29716449,-97.6841344,"(30.29716449, -97.6841344)",1,556Y,MM25,1
14-00099110,STREETL2,Street Light Issue- Address,Austin Energy Department,Phone,Closed,05/30/2014 02:53:35 PM,05/23/2014 04:28:12 PM,05/30/2014 02:53:36 PM,05/30/2014 02:53:35 PM,"14804 IMMANUEL RD, PFLUGERVILLE, TX",14804,IMMANUEL,PFLUGERVILLE,78660,TRAVIS,3151294.37453793,10126164.6534917,30.41795815,-97.62141825,"(30.41795815, -97.62141825)",,468N,MQ35,
14-00102000,CCSIGBIL,Code Compliance - Signs/Billboards,Code Compliance,Phone,Closed,05/30/2014 02:52:02 PM,05/28/2014 09:38:55 AM,05/30/2014 02:52:03 PM,05/30/2014 02:52:02 PM,"BRODIE LN & FRATE BARKER RD, AUSTIN, TX",,BRODIE LN & FRATE BARKER RD,AUSTIN,78748,TRAVIS,3079902.75,10026461,30.14846742,-97.85490535,"(30.14846742, -97.85490535)",8,702F,MC12,8
14-00091640,PRTRROWE,Tree Issue ROW/Emergency (PARD),Parks & Recreation Department,Phone,Closed,05/30/2014 02:51:54 PM,05/14/2014 10:14:18 AM,05/30/2014 02:51:54 PM,05/30/2014 02:51:54 PM,"7501 LONGVIEW RD, AUSTIN, TX",7501,LONGVIEW,AUSTIN,78745,TRAVIS,3088468.211887,10047080.1332967,30.20461923,-97.82634328,"(30.20461923, -97.82634328)",,643N,ME17,5
14-00103628,SBDEBROW,Debris in Street,Public Works,Phone,Closed,05/30/2014 02:51:16 PM,05/30/2014 07:30:26 AM,05/30/2014 02:51:16 PM,05/30/2014 02:51:16 PM,"NUCKOLS CROSSING RD & TERI RD, AUSTIN, TX",,NUCKOLS CROSSING RD & TERI RD,AUSTIN,78744,TRAVIS,3116517,10044222,30.19499404,-97.73778776,"(30.19499404, -97.73778776)",2,645X,MJ16,2
14-00102795,WWREPORT,Water Waste Report,Austin Water Utility,Phone,Closed,05/30/2014 02:51:14 PM,05/29/2014 08:57:50 AM,05/30/2014 02:51:15 PM,05/30/2014 02:51:14 PM,"1804 VISTA LN, AUSTIN, TX 78703",1804,VISTA,AUSTIN,78703,TRAVIS,3106723.5,10079298,30.29203733,-97.76621666,"(30.29203733, -97.76621666)",10,584C,MH24,10
14-00103156,SBSIDERE,Sidewalk Repair,Public Works,Phone,Closed,05/30/2014 02:50:43 PM,05/29/2014 02:58:51 PM,05/30/2014 02:50:44 PM,05/30/2014 02:50:43 PM,"6202 MARIGOLD TER, AUSTIN, TX",6202,MARIGOLD,AUSTIN,78741,TRAVIS,3128011.0259851,10057330.7793609,30.23028507,-97.7004343,"(30.23028507, -97.7004343)",3,616W,ML19,3
14-00103159,SBSIDERE,Sidewalk Repair,Public Works,Phone,Duplicate (closed),05/30/2014 02:50:43 PM,05/29/2014 03:01:05 PM,05/30/2014 02:50:43 PM,05/30/2014 02:50:43 PM,"6208 MARIGOLD TER, AUSTIN, TX",6208,MARIGOLD,AUSTIN,78741,TRAVIS,3128037.26990745,10057317.788668,30.23024765,-97.7003522,"(30.23024765, -97.7003522)",3,616W,ML19,3
14-00101290,CODECOMP,Code Compliance,Code Compliance,Web,Closed,05/30/2014 02:50:03 PM,05/27/2014 10:36:58 AM,05/30/2014 02:50:04 PM,05/30/2014 02:50:03 PM,"3302 BLUE JAY LN, AUSTIN, TX 78732",3302,BLUE JAY,AUSTIN,78732,TRAVIS,3059485.42,10111564.61,30.38364645,-97.91362915,"(30.38364645, -97.91362915)",6,491N,MA32,6
14-00103882,SBALLEY,Alley & Unpaved Street Maintenance,Public Works,Phone,Closed,05/30/2014 02:49:54 PM,05/30/2014 12:11:17 PM,05/30/2014 02:49:55 PM,05/30/2014 02:49:54 PM,"612 W MARY ST, AUSTIN, TX",612,MARY,AUSTIN,78704,TRAVIS,3109953.23552913,10062937.717095,30.24685999,-97.75718648,"(30.24685999, -97.75718648)",9,614M,MH20,9
14-00101326,CODECOMP,Code Compliance,Code Compliance,Web,Closed,05/30/2014 02:48:15 PM,05/27/2014 11:01:02 AM,05/30/2014 02:48:16 PM,05/30/2014 02:48:15 PM,"3302 BLUE JAY LN, AUSTIN, TX 78732",3302,BLUE JAY,AUSTIN,78732,TRAVIS,3059485.42,10111564.61,30.38364645,-97.91362915,"(30.38364645, -97.91362915)",6,491N,MA32,6
14-00102753,WWREPORT,Water Waste Report,Austin Water Utility,Phone,Closed,05/30/2014 02:47:46 PM,05/29/2014 08:22:20 AM,05/30/2014 02:47:47 PM,05/30/2014 02:47:46 PM,"4806 PALISADE DR, AUSTIN, TX 78731",4806,PALISADE,AUSTIN,78731,TRAVIS,3100701,10097515,30.34249431,-97.78397096,"(30.34249431, -97.78397096)",10,524S,MG28,10
14-00101962,CODECOMP,Code Compliance,Code Compliance,Phone,Closed,05/30/2014 02:47:44 PM,05/28/2014 08:49:42 AM,05/30/2014 02:47:45 PM,05/30/2014 02:47:44 PM,"2304 W 9TH ST, AUSTIN, TX",2304,9TH,AUSTIN,78703,TRAVIS,3105147.06965788,10075991.5478828,30.28304826,-97.77145142,"(30.28304826, -97.77145142)",10,584K,MG23,10
14-00101959,CODECOMP,Code Compliance,Code Compliance,Phone,Closed,05/30/2014 02:44:12 PM,05/28/2014 08:47:41 AM,05/30/2014 02:44:13 PM,05/30/2014 02:44:12 PM,"2306 W 9TH ST, AUSTIN, TX",2306,9TH,AUSTIN,78703,TRAVIS,3105137.26015542,10075996.7071259,30.28306306,-97.77148211,"(30.28306306, -97.77148211)",10,584K,MG23,10
14-00102659,STREETL2,Street Light Issue- Address,Austin Energy Department,Phone,Closed,05/30/2014 02:44:09 PM,05/28/2014 11:19:24 PM,05/30/2014 02:44:09 PM,05/30/2014 02:44:09 PM,"9112 THAXTON RD, AUSTIN, TX",9112,THAXTON,AUSTIN,78747,TRAVIS,3119296.65598927,10024482.4996923,30.14055521,-97.73045363,"(30.14055521, -97.73045363)",,705K,MJ11,
